DNI,Id. Empleat,Tipus de sol�licitud,CP,Telefon,DataNaix,Sexe,Email per notificacions,CP per notificacions,%Minus,Adaptacio Centre base,Apte Segons centre base,exclos,Niv cat,Comprobar amb pol. lingüística,proba física superada,carnet conducir,examen1,examen2,examen3,examen4,examen5,Municipi
UJ975238,5222835,PreZëncial,07494,+34 232561167,06/11/1975,F,ioscoce@outlook.com,07747,0.0,False,True,False,C2,True,True,Sí,NP,NP,6.53,1.39,5.57,Sant Llorenç des Cardassar
55323952M,3416859,PreZëncial,07158,+34 758359223,10/02/1976,F,axhreie@outlook.com,07905,0.0,False,True,False,B2,True,False,Sí,10.0,4.77,5.96,5.46,1.64,Artà
94430728L,3520681,Certificat digital,07991,+34 458890559,13/08/1982,M,fkqut@outlook.com,07126,70.0,True,True,False,C1,True,True,Sí,3.32,9.76,6.72,10.0,NP,Petra
AW757307,9095315,Certificat digital,07516,+34 856704102,16/09/1978,F,algvhhuhmf@yahoo.com,07905,0.0,False,True,False,B1,True,True,Sí,0.0,10.0,4.9,3.16,0.0,Santanyí
YS090100,9076823,Certificat digital,07516,+34 058094973,27/06/1992,F,tlhpbnqhj@yahoo.com,07404,0.0,False,True,False,C2,True,True,Si,2.61,6.54,6.86,4.08,2.84,Santanyí
XZ068941,6116939,PreZëncial,07612,+34 762716147,16/05/1998,M,vhttgt@hotmail.com,07544,0.0,False,True,False,B2,True,True,Sí,10.0,5.84,7.35,10.0,6.64,Alaior
50662010W,5553106,Certificat digital,07200,+34 106881794,08/08/1995,N,olmpzmaz@example.com,07612,0.0,False,True,False,C2,True,True,Sí,10.0,9.57,8.24,NP,10.0,Sant Josep de sa Talaia
12596899Y,2816778,Certificat digital,07792,+34 446630670,26/01/1988,F,askff@yahoo.com,07818,0.0,False,True,False,C2,True,True,Sí,4.09,8.48,,,3.27,Algaida
97584912Y,8748723,Certificat digital,07915,+34 813747721,25/01/1995,M,yibyj@example.com,07516,0.0,False,True,False,B1,True,True,Sí,3.61,7.42,NP,2.21,5.3,Capdepera
72481519D,530250,Certificat digital,07803,+34 553462525,30/07/1979,F,ygktpbh@gmail.com,07740,0.0,False,True,False,C2,True,True,Sí,7.92,7.88,6.33,NP,5.61,Felanitx
28836435R,5281101,Correu electrònic,07805,+34 485546920,31/07/1975,F,jmlvopx@hotmail.com,07747,0.0,False,True,False,B1,True,True,Sí,NP,7.18,6.42,1.6,2.48,Ibiza
15513345Y,6256345,PreZëncial,07805,+34 025376686,15/07/1986,M,ttzydhly@hotmail.com,07915,0.0,False,True,False,B2,True,True,Sí,0.08,8.71,7.19,10.0,10.0,Ibiza
38893282Y,282760,PreZëncial,07158,+34 351838685,03/10/1994,F,hqphrlm@gmail.com,07657,0.0,False,True,False,A2,True,False,Sí,4.97,9.94,6.3,1.51,10.0,Artà
16302498Y,5767740,PreZëncial,07805,+34 075613826,20/03/1988,M,kxoqjebc@outlook.com,07516,0.0,False,True,False,A2,True,True,Sí,4.99,7.34,NP,7.16,10.0,Ibiza
66310921N,7009719,Certificat digital,07747,+34 573420747,03/03/1994,F,zlytm@gmail.com,07657,70.0,True,True,False,B2,True,True,Sí,10.0,4.46,6.13,2.02,8.05,Inca
86366595P,1952541,PreZëncial,07603,+34 036987893,20/08/2002,F,twhap@outlook.com,07222,0.0,False,True,False,B2,True,True,Sí,NP,10.0,6.62,5.72,NP,Son Servera
HS660732,2900425,Certificat digital,07805,+34 387397405,25/07/1984,M,yshucogz@gmail.com,07905,0.0,False,True,False,A2,True,True,Sí,5.06,6.05,5.62,3.43,NP,Ibiza
VS269916,569601,Correu electrònic,07404,+34 997319977,25/02/1998,M,qgaajfcr@gmail.com,07038,0.0,False,True,False,A2,True,True,Si,3.84,8.81,NP,5.65,10.0,Sant Antoni de Portmany
70719992Y,7383763,PreZëncial,07038,+34 372062254,05/05/1991,M,ohccwvoh@gmail.com,07158,0.0,False,True,False,B2,True,True,No,3.86,10.0,6.34,4.03,10.0,Consell
57584846E,3829949,PreZëncial,07657,+34 938625938,12/12/1992,F,ujfcllnmqj@example.com,07544,0.0,False,True,False,B1,True,True,No,NP,8.47,8.73,NP,8.58,Ses Salines
08770270W,136021,Certificat digital,07431,+34 797318952,01/03/1984,M,dcfwhlmvuy@outlook.com,07038,0.0,False,True,False,C1,True,True,Sí,7.29,7.65,NP,NP,7.28,Palma de Mallorca
79864568N,3067649,PreZëncial,07500,+34 237273364,09/03/1991,M,munzfvfcu@gmail.com,07818,0.0,False,True,False,B1,True,True,Sí,5.02,7.42,7.08,4.63,NP,Campos
01351919W,7743462,PreZëncial,07038,+34 610650036,18/03/1979,M,proyq@gmail.com,07657,0.0,False,True,False,B1,True,True,Sí,1.53,4.23,NP,8.27,10.0,Consell
00154724A,541467,PreZëncial,07915,+34 399648251,10/03/2002,M,htidlbxl@outlook.com,07905,0.0,False,True,False,A2,True,True,Sí,10.0,6.79,,6.02,10.0,Capdepera
50064128M,4390497,Certificat digital,07200,+34 045679591,04/08/1978,F,wisgyfljr@outlook.com,07038,0.0,False,True,False,A2,True,True,Sí,NP,6.84,7.87,7.02,0.44,Sant Josep de sa Talaia
36998079A,9227748,PreZëncial,07805,+34 920159747,19/06/2004,F,tjbkfrxsf@hotmail.com,07603,0.0,False,True,False,B1,True,True,Sí,9.76,7.34,8.07,3.65,2.04,Ibiza
53466575Q,2022913,PreZëncial,07500,+34 431833461,05/04/1997,M,pccsjhotlj@yahoo.com,07121,0.0,False,True,False,C2,True,True,No,1.04,6.67,NP,10.0,NP,Campos
28180464J,4556949,Certificat digital,07915,+34 953288438,29/12/1985,F,weskd@gmail.com,07222,0.0,False,True,False,C1,True,True,Sí,9.44,8.77,7.22,5.91,10.0,Capdepera
42394733Y,8438252,Correu electrònic,07803,+34 000643943,17/11/1999,F,isewxig@yahoo.com,07200,0.0,False,True,False,B2,True,False,No,9.03,5.48,5.74,8.16,8.42,Felanitx
70282506A,1854515,PreZëncial,07200,+34 544219973,13/04/2003,F,wgimwsa@yahoo.com,07126,0.0,False,True,False,B2,True,True,Sí,10.0,7.98,8.25,6.85,2.41,Sant Josep de sa Talaia
73844593B,5752632,PreZëncial,07805,+34 499707604,29/07/2004,F,vdaysysrsi@outlook.com,07494,0.0,False,True,False,A2,True,True,Sí,2.38,5.44,5.77,8.76,4.59,Ibiza
39335373Z,172441,PreZëncial,07500,+34 054498482,05/01/1978,F,txxnzech@gmail.com,07038,0.0,False,True,False,A2,True,True,Sí,10.0,NP,7.2,5.32,NP,Campos
05660516D,4963514,PreZëncial,07431,+34 736318053,01/09/1974,N,ajdtc@yahoo.com,07740,0.0,False,True,False,B1,True,True,Sí,9.37,NP,6.57,6.99,7.25,Palma de Mallorca
55027854D,5014199,PreZëncial,07805,+34 080293011,10/04/2001,F,iazyzo@yahoo.com,07915,25.0,False,True,False,A2,True,True,Sí,5.49,8.76,6.44,6.88,5.46,Ibiza
HJ256409,4573798,PreZëncial,07516,+34 750432806,02/10/1984,M,yrhewxt@outlook.com,07612,0.0,False,True,False,A1,True,False,No,8.3,6.59,7.99,7.86,9.02,Santanyí
75997197E,4933387,Certificat digital,07360,+34 291557174,25/10/1977,F,rilhjn@example.com,07360,0.0,False,True,False,B2,True,True,No,5.67,9.51,NP,NP,3.58,Marratxí
65832085J,8067844,Correu electrònic,07595,+34 802069943,02/02/1976,M,rmgfl@yahoo.com,07603,0.0,False,True,False,A2,True,True,Si,9.62,8.23,7.92,10.0,10.0,Llucmajor
69147011H,2185402,PreZëncial,07915,+34 547177831,16/03/1974,F,mvfwtdzdu@gmail.com,07494,0.0,False,True,False,C1,True,True,Sí,3.27,7.6,5.57,2.73,7.07,Capdepera
MV996513,6242541,Certificat digital,07991,+34 778605793,19/06/1996,F,vpydbhtpf@hotmail.com,07222,0.0,False,True,False,B1,True,True,Sí,,7.16,8.82,,NP,Petra
XE546145,8246701,PreZëncial,07612,+34 682418302,20/05/1991,M,ennlns@gmail.com,07950,0.0,False,True,False,C2,True,False,Sí,8.44,9.6,7.25,0.57,NP,Alaior
30439096E,597101,PreZëncial,07038,+34 791139562,13/02/1982,F,gwgmxayw@yahoo.com,07544,0.0,False,True,False,B1,True,True,Sí,10.0,7.22,8.3,4.21,7.01,Consell
45409287L,7652588,PreZëncial,07792,+34 791165785,09/05/1981,M,vuxccyt@hotmail.com,07818,15.0,False,True,False,A1,True,True,Si,5.24,10.0,7.26,6.57,0.34,Algaida
EJ758090,8180878,PreZëncial,07516,+34 365591483,09/08/1978,F,xmtzmv@gmail.com,07740,0.0,False,True,False,B1,True,True,Sí,,8.87,7.83,10.0,5.43,Santanyí
26737455R,5050092,Certificat digital,07657,+34 039219661,25/02/2001,F,kivwo@example.com,07544,0.0,False,True,False,A2,True,True,Si,8.09,7.38,6.81,2.62,7.54,Ses Salines
35837530B,697580,PreZëncial,07792,+34 819086767,20/06/1985,M,cdxemaexp@hotmail.com,07657,26.0,False,True,False,B2,True,True,Si,4.4,7.35,7.99,5.64,,Algaida
21790200T,5039740,PreZëncial,07818,+34 245151575,13/12/1996,F,pogsmzdqd@outlook.com,07516,0.0,False,True,False,B1,True,True,Sí,NP,10.0,NP,8.45,10.0,Sóller
27321859K,2810520,PreZëncial,07737,+34 428711586,13/07/1998,F,ldgikz@outlook.com,07404,0.0,False,True,False,A2,True,True,Sí,10.0,6.81,7.29,7.14,4.6,Mahón (Maó)
33735865V,8568078,PreZëncial,07126,+34 628107006,25/04/1998,M,zpsrg@hotmail.com,07950,0.0,False,True,False,C1,True,True,Sí,5.09,7.36,7.16,5.83,NP,Santa Eulalia del Río (Santa Eulària des Riu)
72195930B,2245869,PreZëncial,07805,+34 783825165,30/12/1978,M,eehgeca@yahoo.com,07612,0.0,False,True,False,A2,True,True,Sí,5.64,8.24,8.11,6.31,9.05,Ibiza
57158522A,8014840,Certificat digital,07915,+34 351192985,22/09/1979,F,xpevgqtgi@outlook.com,07200,0.0,False,True,False,C1,True,False,Si,0.0,5.85,5.78,0.64,6.0,Capdepera
CU078472,3711076,PreZëncial,07158,+34 326292277,17/07/1984,F,jgganrbi@hotmail.com,07737,0.0,False,True,False,C2,True,True,Si,10.0,7.54,8.02,8.4,10.0,Artà
NU996500,9214069,Certificat digital,07121,+34 598101708,21/07/1991,F,mwrhelr@hotmail.com,07792,0.0,False,True,False,B1,True,True,Sí,10.0,8.05,6.25,6.28,0.0,Alcúdia
21511278E,3288561,PreZëncial,07915,+34 675802166,12/10/1991,F,ilbyrubb@gmail.com,07612,0.0,False,True,False,B1,True,True,Sí,5.33,,6.25,6.94,4.64,Capdepera
47471971V,930014,PreZëncial,07404,+34 556541869,14/09/1984,M,wqjlfksa@gmail.com,07500,0.0,False,True,False,C1,True,True,Sí,3.44,7.09,6.21,3.9,3.75,Sant Antoni de Portmany
66995971F,4435009,PreZëncial,07494,+34 947435180,28/02/1994,F,eliojqpsc@outlook.com,07991,0.0,False,True,False,B2,True,True,Sí,10.0,6.09,7.82,7.46,0.0,Sant Llorenç des Cardassar
70421497M,1726887,PreZëncial,07544,+34 359318363,12/06/1997,M,ikwdsfk@outlook.com,07915,0.0,False,True,False,A2,True,True,Sí,7.17,10.0,6.83,,3.89,Lloseta
14531320N,6748461,PreZëncial,07222,+34 662615722,09/09/1986,F,ilnoe@yahoo.com,07803,0.0,False,True,False,C2,True,True,Sí,NP,6.81,7.39,3.09,3.08,Pollença
62321471G,8914297,PreZëncial,07915,+34 050863233,24/10/1988,M,ixfealh@hotmail.com,07222,0.0,False,True,False,C1,True,True,Sí,NP,6.03,10.0,9.0,8.75,Capdepera
FS944838,606022,PreZëncial,07950,+34 693830268,30/08/1995,M,wiyexbedu@example.com,07805,0.0,False,True,False,B1,True,True,Sí,10.0,4.98,NP,4.34,NP,Búger
70104658Z,1442218,PreZëncial,07126,+34 952973231,25/05/1987,F,axdcbbmot@outlook.com,07595,0.0,False,True,False,B1,True,True,Sí,NP,6.87,6.79,6.33,1.37,Santa Eulalia del Río (Santa Eulària des Riu)
30611209A,5191682,Correu electrònic,07740,+34 037191619,31/05/1982,F,ehziay@hotmail.com,07740,0.0,False,True,False,A2,True,True,Sí,5.46,5.91,6.91,2.06,8.56,Ciutadella de Menorca
70061707G,981246,PreZëncial,07494,+34 447384171,16/04/1997,F,nhnjrq@yahoo.com,07494,0.0,False,True,False,B1,True,True,No,NP,10.0,7.17,0.0,1.72,Sant Llorenç des Cardassar
YO000148,6171852,PreZëncial,07603,+34 514470506,11/07/2000,M,juole@hotmail.com,07200,0.0,False,True,False,B1,True,True,Sí,0.0,10.0,,7.22,5.44,Son Servera
IM372645,2656475,PreZëncial,07803,+34 712335066,26/12/1979,F,rjbahpgnw@gmail.com,07121,0.0,False,True,False,C2,True,True,Sí,5.04,6.47,6.48,3.24,8.84,Felanitx
MY590985,3113785,PreZëncial,07612,+34 780092375,15/11/1998,M,awsev@hotmail.com,07915,70.0,True,True,False,C2,True,True,Si,4.66,5.49,6.4,4.49,0.57,Alaior
63868921Z,3909703,Correu electrònic,07805,+34 451319997,25/01/1976,M,rjamif@yahoo.com,07740,0.0,False,True,False,B2,True,True,Sí,4.84,7.75,8.58,1.91,6.57,Ibiza
DZ848394,531253,PreZëncial,07494,+34 568230889,23/04/1976,F,fuabwku@example.com,07991,0.0,False,True,False,B1,True,True,Sí,4.72,7.51,6.55,3.46,,Sant Llorenç des Cardassar
20778597Y,2945012,PreZëncial,07544,+34 793552442,25/11/1981,F,migdipfz@outlook.com,07603,0.0,False,True,False,B1,True,True,Sí,0.0,7.41,7.55,NP,5.04,Lloseta
48469900E,3366542,PreZëncial,07803,+34 017409656,18/02/2000,F,aoefv@hotmail.com,07038,0.0,False,True,False,C1,True,True,Sí,10.0,8.56,8.48,7.47,NP,Felanitx
67195302C,4290594,PreZëncial,07126,+34 578404072,25/02/1997,M,skdqbswvo@gmail.com,07158,0.0,False,True,False,B1,True,True,Sí,0.88,10.0,6.54,1.31,5.77,Santa Eulalia del Río (Santa Eulària des Riu)
20502436Y,7173454,PreZëncial,07803,+34 587008286,21/11/1992,F,thxqgpnj@example.com,07158,0.0,False,True,False,B1,True,True,No,10.0,7.14,8.57,10.0,10.0,Felanitx
HK406774,6937184,PreZëncial,07612,+34 258408313,16/09/2003,F,sqtgmtxof@yahoo.com,07595,0.0,False,True,False,B1,True,True,No,10.0,NP,7.23,4.99,1.36,Alaior
73583654F,7209679,PreZëncial,07494,+34 592592349,15/10/1988,M,tujzntr@yahoo.com,07818,0.0,False,True,False,C2,True,False,No,7.38,NP,7.75,NP,9.88,Sant Llorenç des Cardassar
17139660Z,1083800,PreZëncial,07222,+34 182142470,16/01/1982,M,lfinwar@gmail.com,07747,0.0,False,True,False,B1,True,True,Sí,0.0,5.24,7.21,4.39,10.0,Pollença
JT006572,4403866,Certificat digital,07121,+34 821460435,24/11/1976,M,qazeuibvg@outlook.com,07404,0.0,False,True,False,B2,True,True,Sí,9.76,7.96,7.11,3.15,NP,Alcúdia
HF840407,8168222,PreZëncial,07494,+34 639800954,28/01/2002,F,ekaxsh@hotmail.com,07657,0.0,False,True,False,A2,True,True,Si,0.73,6.18,8.23,1.83,0.0,Sant Llorenç des Cardassar
80166758M,434885,Certificat digital,07200,+34 409524547,21/01/2003,M,bllwrrli@example.com,07158,0.0,False,True,False,B2,True,True,Sí,10.0,5.01,,1.92,7.91,Sant Josep de sa Talaia
78814648L,5612305,PreZëncial,07991,+34 116875537,03/09/1984,M,ajlmrqmhca@example.com,07544,0.0,False,True,False,B1,True,True,Si,10.0,8.75,8.26,7.34,8.86,Petra
13643045C,8909933,PreZëncial,07805,+34 383300560,05/09/1981,M,eqlcirnh@gmail.com,07595,0.0,False,True,False,C2,True,True,Sí,8.98,8.37,NP,9.4,4.81,Ibiza
92524489C,5148446,Correu electrònic,07121,+34 075634820,22/03/1983,F,oxwqpmko@example.com,07603,0.0,False,True,False,C1,True,True,No,10.0,10.0,,3.09,NP,Alcúdia
88482681W,6917904,Certificat digital,07915,+34 809090444,22/09/1984,M,hefhvbr@yahoo.com,07200,0.0,False,True,False,B1,True,True,Sí,5.3,7.02,7.16,4.87,0.2,Capdepera
34476270Y,8955847,PreZëncial,07222,+34 407687378,04/10/1984,M,mavapyfh@example.com,07792,0.0,False,True,False,B1,True,True,Sí,0.0,7.25,5.9,7.05,10.0,Pollença
47261699B,2654999,Correu electrònic,07222,+34 166879377,15/12/1988,M,hzraivz@outlook.com,07657,0.0,False,True,False,B1,True,True,Sí,3.33,8.13,8.55,NP,4.07,Pollença
ZZ870113,5434469,Certificat digital,07222,+34 873456468,18/04/2000,F,hyswfuw@example.com,07516,0.0,False,True,False,C1,True,True,Sí,10.0,7.4,6.57,3.17,NP,Pollença
29460303V,7533361,Certificat digital,07126,+34 569271582,02/11/1980,M,dhkfu@example.com,07737,0.0,False,True,False,B2,True,True,Sí,0.0,8.46,6.26,2.01,NP,Santa Eulalia del Río (Santa Eulària des Riu)
RJ060479,8695739,Correu electrònic,07740,+34 203808637,22/03/2000,F,aczqffajn@outlook.com,07803,0.0,False,True,False,A2,True,False,Sí,NP,8.7,6.43,NP,NP,Ciutadella de Menorca
34474148T,4049993,PreZëncial,07500,+34 097492297,06/12/2003,F,dvtnop@outlook.com,07950,0.0,False,True,False,C2,True,True,Si,8.38,9.36,8.57,5.78,NP,Campos
YO978598,8959545,Certificat digital,07905,+34 139203083,05/11/1986,M,gvkfxpw@outlook.com,07818,0.0,False,True,False,C1,True,True,No,NP,9.48,5.05,,NP,Sant Joan de Labritja
07011695F,7715283,Correu electrònic,07595,+34 169753856,03/07/1993,M,evgyf@outlook.com,07516,18.0,False,True,False,B2,True,True,Sí,1.85,8.49,7.11,6.99,5.33,Llucmajor
74438316N,7581441,PreZëncial,07595,+34 607802812,30/06/1976,M,qmhnuujxzz@example.com,07792,10.0,False,True,False,C2,True,True,Sí,10.0,8.41,4.72,,NP,Llucmajor
FQ137104,6974464,Certificat digital,07595,+34 959419910,22/07/1982,M,upicptgic@outlook.com,07747,0.0,False,True,False,C1,True,False,Sí,2.88,10.0,6.58,NP,NP,Llucmajor
ON289606,4413362,Certificat digital,07200,+34 621356788,05/03/1997,F,juzjd@example.com,07612,0.0,False,True,False,A2,True,True,Sí,8.98,NP,7.31,5.09,6.06,Sant Josep de sa Talaia
XQ461168,8027996,PreZëncial,07494,+34 720553593,08/06/2004,M,cskjxqrfvf@hotmail.com,07431,11.0,False,True,False,A2,True,True,Sí,2.04,5.95,5.86,6.62,NP,Sant Llorenç des Cardassar
85155369P,962789,PreZëncial,07158,+34 501739266,28/10/1977,F,djkxjovj@example.com,07991,0.0,False,True,False,B1,True,True,Sí,10.0,5.05,4.87,NP,9.21,Artà
81866805F,3095848,PreZëncial,07222,+34 063960589,15/08/1987,F,hvjjb@example.com,07915,0.0,False,True,False,C1,True,True,Sí,10.0,5.65,5.56,6.45,1.75,Pollença
27282676F,6016087,Certificat digital,07747,+34 682709531,23/04/1987,M,fszwjvuv@outlook.com,07158,0.0,False,True,False,A2,True,True,Sí,10.0,,5.89,4.44,9.19,Inca
KS737158,2524829,PreZëncial,07805,+34 603887806,10/05/1976,M,ooouqgg@yahoo.com,07603,12.0,False,True,False,B1,True,True,Sí,9.58,5.98,7.76,1.07,10.0,Ibiza
82114863X,2036316,PreZëncial,07747,+34 936521930,31/03/1978,F,qdikhtrbm@hotmail.com,07431,0.0,False,True,False,B1,True,True,Sí,4.41,NP,7.81,5.6,NP,Inca
36041974P,8383973,PreZëncial,07603,+34 928961138,29/01/1984,F,bqqxmtrja@example.com,07544,0.0,False,True,False,B1,True,False,Si,7.6,7.72,NP,NP,10.0,Son Servera
60300370M,4813596,PreZëncial,07544,+34 602392840,25/09/1993,M,fexhn@example.com,07595,0.0,False,True,False,A2,True,True,Sí,8.14,8.95,7.5,10.0,NP,Lloseta
RT843286,3103805,PreZëncial,07158,+34 057548867,24/06/1987,F,dzwvpc@gmail.com,07905,0.0,False,True,False,B1,True,True,No,2.38,7.45,6.24,,NP,Artà
MT163301,255604,PreZëncial,07431,+34 594259622,01/02/1998,M,tyuqyeet@outlook.com,07360,0.0,False,True,False,B1,True,True,Sí,6.78,9.01,6.87,7.31,3.3,Palma de Mallorca
02900325W,2930419,Certificat digital,07747,+34 346780447,14/01/2000,M,pnieog@hotmail.com,07603,0.0,False,True,False,A2,True,True,Sí,5.06,7.95,8.95,5.29,10.0,Inca
18718526E,4185209,PreZëncial,07494,+34 389947812,07/12/1988,F,qaqtnf@yahoo.com,07805,16.0,False,True,False,B2,True,True,No,0.0,7.78,7.97,,NP,Sant Llorenç des Cardassar
24956823Y,3013903,PreZëncial,07431,+34 363948357,03/01/1998,F,jwmiaz@outlook.com,07603,0.0,False,True,False,B1,True,False,Sí,6.97,8.72,5.99,8.39,10.0,Palma de Mallorca
99618323X,6560721,PreZëncial,07595,+34 084101919,01/12/1974,M,viupc@outlook.com,07121,0.0,False,True,False,B1,True,True,Si,NP,7.69,7.45,NP,NP,Llucmajor
YN985123,3066917,PreZëncial,07038,+34 946839234,12/05/1991,M,guluxcpx@outlook.com,07803,0.0,False,True,False,B1,True,True,Sí,NP,7.76,8.92,3.91,6.94,Consell
MJ179463,1347067,Certificat digital,07950,+34 544148076,25/01/1999,F,wrmrxsf@yahoo.com,07905,0.0,False,True,False,A2,True,False,Sí,0.0,7.44,,3.78,5.25,Búger
14343107P,3672457,PreZëncial,07818,+34 907559237,11/07/1984,F,hwtefigw@yahoo.com,07360,0.0,False,True,False,B1,True,True,Sí,8.22,8.29,6.6,5.87,10.0,Sóller
95478585L,3131472,PreZëncial,07595,+34 887738999,02/10/1982,M,fjcxsuxbet@hotmail.com,07612,0.0,False,True,False,B1,True,False,No,9.97,7.43,7.54,,4.96,Llucmajor
20674735N,6405644,PreZëncial,07222,+34 323358150,09/03/1994,M,pqpstxguvl@yahoo.com,07544,0.0,False,True,False,A2,True,True,Sí,9.55,10.0,,3.2,7.68,Pollença
00679475D,8930185,PreZëncial,07222,+34 095488153,16/11/2002,F,cnuscjn@example.com,07915,0.0,False,True,False,B2,True,True,Sí,,7.84,7.88,,1.2,Pollença
17065899Z,9099810,PreZëncial,07200,+34 828188003,12/07/1982,M,odczpqtqj@gmail.com,07360,0.0,False,True,False,C1,True,True,Sí,4.98,5.67,NP,NP,8.32,Sant Josep de sa Talaia
80239401Z,7011835,Certificat digital,07038,+34 206866123,03/08/1994,F,lfhvu@yahoo.com,07603,0.0,False,True,False,A2,True,True,Si,10.0,10.0,7.23,4.88,0.34,Consell
78427283C,6105491,Correu electrònic,07516,+34 538800011,07/09/1980,M,twebplanjw@example.com,07792,0.0,False,True,False,C2,True,True,Sí,3.65,NP,6.53,5.68,10.0,Santanyí
93314803P,1360947,PreZëncial,07404,+34 614591332,08/10/1998,M,rxtqkbfkaw@yahoo.com,07126,23.0,False,True,False,A2,True,True,Sí,4.42,8.52,7.23,7.41,1.56,Sant Antoni de Portmany
FM182959,6063421,PreZëncial,07603,+34 338757924,10/08/1985,F,thjhft@gmail.com,07360,0.0,False,True,False,A2,True,True,No,4.24,9.32,5.99,0.0,6.29,Son Servera
JM765973,1626821,Correu electrònic,07818,+34 099046020,14/03/1983,M,uumwzowur@yahoo.com,07805,0.0,False,True,False,C1,True,True,No,9.63,7.94,8.03,3.03,NP,Sóller
14055903M,839575,Correu electrònic,07595,+34 116806742,02/05/1975,M,pzjbxn@outlook.com,07747,0.0,False,True,False,A2,True,True,Si,8.33,1.93,7.0,4.07,3.52,Llucmajor
JA691998,6327171,PreZëncial,07500,+34 969086355,03/04/1988,M,vkautccqtu@outlook.com,07603,0.0,False,True,False,B1,True,True,Sí,NP,10.0,6.36,NP,6.68,Campos
YQ324129,8149966,PreZëncial,07747,+34 212632948,21/04/1987,M,llbztqtto@hotmail.com,07038,0.0,False,True,False,B1,True,True,Sí,NP,9.15,5.44,NP,NP,Inca
53345478Z,370565,PreZëncial,07544,+34 566681252,29/10/1991,F,ivgtzno@gmail.com,07595,0.0,False,False,False,B1,True,True,Sí,9.89,7.99,NP,,10.0,Lloseta
83071723R,8760910,PreZëncial,07803,+34 424788472,06/08/1976,M,nyzktfhbd@hotmail.com,07222,0.0,False,True,False,B1,True,True,Sí,4.9,NP,6.99,4.51,5.56,Felanitx
30793019K,6169408,Certificat digital,07818,+34 871008252,11/03/2001,F,hwyrn@gmail.com,07603,0.0,False,True,False,B2,True,True,No,NP,9.21,5.06,10.0,6.77,Sóller
46744507C,2219579,PreZëncial,07544,+34 914562944,19/12/1982,N,jqbcqppygm@outlook.com,07805,0.0,False,True,False,C2,True,True,No,4.41,10.0,5.78,4.68,NP,Lloseta
91766984C,1992438,PreZëncial,07747,+34 214928822,07/05/1993,M,pomedvdvxx@yahoo.com,07544,0.0,False,True,False,C1,True,True,Sí,7.14,9.99,9.37,6.95,3.22,Inca
49858241Z,6373221,Certificat digital,07905,+34 816670097,24/06/1990,F,shbefqv@gmail.com,07747,0.0,False,True,False,B2,True,True,Sí,1.86,6.93,6.72,2.95,6.62,Sant Joan de Labritja
82977820F,6767154,PreZëncial,07404,+34 238344272,05/01/1982,F,spmwz@yahoo.com,07222,0.0,False,True,False,B1,True,True,Sí,0.8,9.44,6.5,,10.0,Sant Antoni de Portmany
86675566C,2835597,PreZëncial,07222,+34 161264200,22/09/1984,F,fghhgybw@yahoo.com,07950,0.0,False,True,False,C1,True,True,Sí,5.41,7.5,7.1,7.9,6.84,Pollença
49740148A,986904,PreZëncial,07805,+34 271222672,01/04/1974,F,gnrttn@example.com,07747,0.0,False,True,False,C1,True,False,Sí,7.33,8.23,6.71,1.73,4.67,Ibiza
30055597W,8971506,PreZëncial,07126,+34 169364158,22/06/1974,F,boikria@outlook.com,07818,0.0,False,True,False,C1,True,False,Sí,7.84,8.62,NP,NP,NP,Santa Eulalia del Río (Santa Eulària des Riu)
62681422M,6127617,PreZëncial,07500,+34 772187642,05/05/1994,M,tzeth@hotmail.com,07595,0.0,False,True,False,B2,True,True,Sí,3.02,7.61,6.79,3.2,8.41,Campos
59575818E,8798790,Certificat digital,07737,+34 929357784,02/05/1977,M,tzdzb@outlook.com,07544,0.0,False,True,False,C1,True,True,Sí,1.31,6.43,6.53,6.28,NP,Mahón (Maó)
37853103W,6955536,PreZëncial,07747,+34 215473154,24/06/2000,M,ndwcmcshfs@gmail.com,07657,0.0,False,True,False,B2,True,True,Sí,10.0,6.08,6.97,9.93,7.12,Inca
01799211J,1043626,PreZëncial,07126,+34 736931705,24/10/1982,F,qzgnwrrr@yahoo.com,07222,0.0,False,True,False,B1,True,True,Sí,10.0,,7.1,2.77,3.63,Santa Eulalia del Río (Santa Eulària des Riu)
